,Suburb,Rooms,Type,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
1392,Bentleigh East,4,h,S,Hodges,4/6/2016,13.9,4,2,2,633,1975,Glen Eira City Council,-37.9272,145.0644,Southern Metropolitan
10067,Surrey Hills,4,t,S,Hamilton,14/5/2016,11.2,,,,,,Boroondara City Council,,,Southern Metropolitan
4509,Glen Iris,3,h,S,J,3/12/2016,9.2,,,,,,Boroondara City Council,,,Southern Metropolitan
30057,Avondale Heights,3,h,S,Nelson,9/12/2017,9.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
11540,Jacana,3,h,S,Stockdale,10/12/2016,14.5,,,,,,Hume City Council,,,Northern Metropolitan
4384,Footscray,4,h,S,Village,3/12/2016,6.4,4,2,1,154,2007,Maribyrnong City Council,-37.7983,144.8911,Western Metropolitan
12091,Aberfeldie,3,t,S,Rendina,8/4/2017,9.1,,,,,,Moonee Valley City Council,,,Western Metropolitan
29726,Moonee Ponds,2,u,SP,Pagan,6/1/2018,6.2,,,,,,Moonee Valley City Council,,,Western Metropolitan
5362,Hawthorn,2,u,VB,Jellis,30/7/2016,4.6,2,1,1,0,1970,Boroondara City Council,-37.8186,145.0423,Southern Metropolitan
22863,Wantirna South,4,h,S,Biggin,23/9/2017,14.7,4,2,2,,,Knox City Council,-37.88034,145.2392,Eastern Metropolitan
28063,Patterson Lakes,3,h,S,Buxton,18/11/2017,31.2,,,,,,Kingston City Council,,,South-Eastern Metropolitan
20268,Tullamarine,3,h,S,Jason,3/9/2017,12.9,3,2,6,650,,Brimbank City Council,-37.6966,144.87746,Western Metropolitan
25046,Essendon West,3,h,S,Nelson,21/10/2017,7.5,3,1,2,,,Moonee Valley City Council,-37.74871,144.88746,Western Metropolitan
31898,Malvern East,4,h,S,Jellis,3/3/2018,8.4,4,3,2,316,,Stonnington City Council,-37.88149,145.07765,Southern Metropolitan
34518,Montmorency,5,h,S,Jellis,24/2/2018,16.2,5,3,2,1126,1980,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan
5804,Kensington,1,u,VB,Edward,12/6/2016,4.2,1,1,1,0,2012,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan
14534,North Melbourne,2,t,S,Jellis,1/7/2017,1.8,2,1,0,0,,Melbourne City Council,-37.80487,144.95705,Northern Metropolitan
18876,Brunswick East,1,u,SP,Ray,22/7/2017,4,1,1,1,0,2011,Moreland City Council,-37.77883,144.9776,Northern Metropolitan
9330,South Yarra,3,h,S,Jellis,22/5/2016,3.3,3,2,1,194,1890,Melbourne City Council,-37.8395,144.9898,Southern Metropolitan
6919,Moonee Ponds,3,h,S,Brad,23/4/2016,6.9,,,,,,Moonee Valley City Council,,,Western Metropolitan
8224,Preston,2,h,S,Nelson,18/3/2017,8.8,2,1,2,479,1950,Darebin City Council,-37.733,144.9961,Northern Metropolitan
3978,Essendon,3,h,S,Nelson,7/5/2016,8,3,1,1,754,,Moonee Valley City Council,-37.7528,144.8967,Western Metropolitan
28722,Glenroy,2,u,S,Stockdale,25/11/2017,11.2,,,,,,Moreland City Council,,,Northern Metropolitan
10970,Yarraville,3,h,S,hockingstuart,27/6/2016,7,3,2,0,105,1900,Maribyrnong City Council,-37.8191,144.8909,Western Metropolitan
23454,St Albans,3,h,VB,Westside,26/8/2017,14,3,1,4,,,Brimbank City Council,-37.74804,144.81959,Western Metropolitan
18118,Jacana,3,h,SP,Morrison,12/8/2017,14,3,1,2,704,1950,Hume City Council,-37.6845,144.90761,Northern Metropolitan
27581,Brunswick,4,h,PI,hockingstuart,18/11/2017,5.2,4,1,2,220,,Moreland City Council,-37.7552,144.9606,Northern Metropolitan
7310,Northcote,2,u,VB,McGrath,10/9/2016,5.5,,,,,,Darebin City Council,,,Northern Metropolitan
16671,Balwyn North,3,h,VB,Kay,27/5/2017,9.7,3,2,2,975,1985,Boroondara City Council,-37.79673,145.06853,Southern Metropolitan
29345,Cairnlea,3,h,S,Barry,6/1/2018,14.8,3,2,2,617,,Brimbank City Council,-37.75604,144.78371,Western Metropolitan
32709,Melbourne,2,u,S,MICM,17/2/2018,0,,,,,,Melbourne City Council,,,Northern Metropolitan
28372,Balwyn North,4,h,SP,Fletchers,25/11/2017,9.7,,,,,,Boroondara City Council,,,Southern Metropolitan
14432,Heidelberg Heights,3,h,S,Miles,1/7/2017,8.8,3,2,1,458,,Banyule City Council,-37.73569,145.05913,Eastern Metropolitan
34168,Dallas,3,h,SP,Raine,24/2/2018,14,3,2,2,551,,Hume City Council,-37.66733,144.92595,Northern Metropolitan
2431,Brunswick West,3,u,VB,Nelson,30/7/2016,5.9,,,,,,Moreland City Council,,,Northern Metropolitan
3769,Elsternwick,3,t,VB,McGrath,12/11/2016,8.5,3,2,2,108,2002,Glen Eira City Council,-37.8858,145.0012,Southern Metropolitan
19456,Ferntree Gully,3,h,S,Harcourts,29/7/2017,24.8,3,1,3,984,,Knox City Council,-37.89766,145.29185,Eastern Metropolitan
13115,Kew,3,t,S,Hall,20/5/2017,5.6,3,2,2,247,2007,Boroondara City Council,-37.7944,145.0327,Southern Metropolitan
26356,Princes Hill,2,h,S,Woodards,28/10/2017,3.5,2,1,0,193,1890,Yarra City Council,-37.78092,144.9648,Northern Metropolitan
7121,Newport,4,t,PI,Greg,26/7/2016,8.4,4,3,3,278,2009,Hobsons Bay City Council,-37.8468,144.874,Western Metropolitan
8537,Reservoir,2,u,S,Love,18/3/2017,11.2,,,,,,Darebin City Council,,,Northern Metropolitan
12931,Hampton East,2,u,S,Buxton,8/4/2017,14.5,,,,,,Bayside City Council,,,Southern Metropolitan
21765,Carnegie,2,u,S,Woodards,19/8/2017,10.1,2,1,2,,1972,Glen Eira City Council,-37.89068,145.0574,Southern Metropolitan
17929,Bulleen,4,h,S,Barry,12/8/2017,10.8,4,2,2,773,,Manningham City Council,-37.76207,145.09336,Eastern Metropolitan
23065,Cheltenham,3,h,S,Charlton,26/8/2017,17.9,3,2,2,595,,Bayside City Council,-37.97334,145.08192,Southern Metropolitan
19426,Elwood,2,u,S,Chisholm,29/7/2017,7.2,2,1,2,797,1920,Port Phillip City Council,-37.87449,144.99059,Southern Metropolitan
33618,Oak Park,3,u,S,Brad,17/3/2018,11.2,,,,,,Moreland City Council,,,Northern Metropolitan
22567,Maribyrnong,2,h,S,Purplebricks,23/9/2017,4.3,2,1,,488,1910,Maribyrnong City Council,-37.78486,144.88616,Western Metropolitan
29389,Coburg North,3,h,S,Barry,6/1/2018,6.7,3,1,2,,,Darebin City Council,-37.73111,144.97706,Northern Metropolitan
6974,Moorabbin,4,h,S,C21,7/11/2016,14.6,4,3,4,581,1960,Kingston City Council,-37.9382,145.0577,Southern Metropolitan
6567,Maribyrnong,2,u,SP,Biggin,12/11/2016,8.7,2,1,2,3967,2007,Maribyrnong City Council,-37.7706,144.8805,Western Metropolitan
1358,Bentleigh East,3,t,S,Buxton,3/9/2016,13.9,,,,,,Glen Eira City Council,,,Southern Metropolitan
22014,Niddrie,3,t,SP,Barry,19/8/2017,10.4,3,2,1,317,2012,Moonee Valley City Council,-37.74103,144.8851,Western Metropolitan
30061,Balaclava,2,u,SP,hockingstuart,9/12/2017,6.4,,,,,,Port Phillip City Council,,,Southern Metropolitan
33081,Brighton,4,h,PI,Marshall,17/3/2018,10.5,4,3,2,663,1960,Bayside City Council,-37.92022,144.99824,Southern Metropolitan
18296,South Yarra,1,u,PI,hockingstuart,12/8/2017,2.7,1,1,0,0,,Melbourne City Council,-37.84368,144.99577,Southern Metropolitan
27241,Pascoe Vale,4,t,S,Barry,11/11/2017,8.5,,,,,,Moreland City Council,,,Northern Metropolitan
17621,Kilsyth,3,h,SA,Barry,8/7/2017,26,3,1,3,992,1957,Maroondah City Council,-37.80467,145.30297,Eastern Metropolitan
2421,Brunswick West,4,h,VB,Nelson,28/5/2016,5.9,4,1,2,519,1910,Moreland City Council,-37.7747,144.9474,Northern Metropolitan
20492,Doncaster East,5,h,S,Jellis,9/9/2017,14.3,5,2,2,746,,Manningham City Council,-37.78658,145.16086,Eastern Metropolitan
23947,Niddrie,3,u,S,Brad,7/10/2017,10.4,,,,,,Moonee Valley City Council,,,Western Metropolitan
1997,Brighton East,2,u,S,Buxton,7/11/2016,10.7,2,1,1,112,1960,Bayside City Council,-37.9306,145.0284,Southern Metropolitan
5682,Keilor East,3,h,SP,Nelson,7/5/2016,12.8,3,2,2,3977,2013,Brimbank City Council,-37.747,144.8663,Western Metropolitan
6234,Malvern,4,h,S,Jellis,4/6/2016,7.4,4,2,2,599,1977,Stonnington City Council,-37.8493,145.0395,Southern Metropolitan
30810,Strathmore Heights,3,t,VB,Nelson,9/12/2017,8.2,3,2,2,306,2010,Moonee Valley City Council,-37.71344,144.89478,Western Metropolitan
21908,Hawthorn,2,h,PI,Marshall,19/8/2017,5.3,2,1,,200,1890,Boroondara City Council,-37.81789,145.03948,Southern Metropolitan
13803,Surrey Hills,3,h,S,Kay,20/5/2017,11.2,3,2,2,368,,Boroondara City Council,-37.8176,145.0882,Southern Metropolitan
11782,West Footscray,3,h,S,Brad,10/12/2016,8.2,3,1,1,442,1950,Maribyrnong City Council,-37.7914,144.8812,Western Metropolitan
33520,Melton West,3,h,SP,FN,17/3/2018,31.7,3,2,5,879,1990,Melton City Council,-37.66952,144.55359,Northern Victoria
30565,Maribyrnong,2,h,VB,Nelson,9/12/2017,4.3,2,1,4,865,,Maribyrnong City Council,-37.7691,144.9005,Western Metropolitan
14400,Glenroy,2,t,S,Barry,1/7/2017,11.2,,,,,,Moreland City Council,,,Northern Metropolitan
22447,Glen Iris,3,h,S,Marshall,23/9/2017,7.3,3,2,2,374,1940,Boroondara City Council,-37.84967,145.08388,Southern Metropolitan
678,Ashburton,4,h,S,Fletchers,30/7/2016,11,,,,,,Boroondara City Council,,,Southern Metropolitan
28032,Northcote,4,h,S,Jellis,18/11/2017,5.3,,,,,,Darebin City Council,,,Northern Metropolitan
29388,Coburg,2,u,S,Nelson,6/1/2018,6.7,,,,,,Darebin City Council,,,Northern Metropolitan
23024,Burnside,3,h,S,YPA,26/8/2017,14.8,3,2,2,461,2000,Melton City Council,-37.74518,144.74708,Western Metropolitan
29762,Northcote,3,h,PI,Nelson,6/1/2018,5.3,3,2,1,313,,Darebin City Council,-37.77983,144.99777,Northern Metropolitan
26278,Nunawading,3,h,S,Fletchers,28/10/2017,15.4,3,2,2,,1945,Manningham City Council,-37.81401,145.17584,Eastern Metropolitan
6903,Moonee Ponds,2,u,VB,Barry,18/3/2017,6.9,2,1,1,0,,Moonee Valley City Council,-37.7715,144.9155,Western Metropolitan
21649,Ardeer,3,h,SP,HAR,19/8/2017,12.8,3,2,2,739,1970,Brimbank City Council,-37.77245,144.8001,Western Metropolitan
5110,Hampton,4,h,S,Marshall,27/11/2016,13.7,,,,,,Bayside City Council,,,Southern Metropolitan
4308,Fitzroy North,3,h,S,Nelson,23/4/2016,3.5,4,1,2,475,,Moreland City Council,-37.7786,144.9846,Northern Metropolitan
6400,Malvern East,4,h,S,Jellis,12/11/2016,11.2,4,3,2,412,1930,Stonnington City Council,-37.8707,145.0482,Southern Metropolitan
33693,Richmond,3,h,S,hockingstuart,17/3/2018,2.4,3,3,2,285,1930,Yarra City Council,-37.81415,145.00381,Northern Metropolitan
17956,Canterbury,4,h,VB,Jellis,12/8/2017,8.4,4,2,3,855,,Boroondara City Council,-37.82024,145.06172,Southern Metropolitan
30501,Keilor East,3,h,S,Barry,9/12/2017,11.7,3,1,1,618,,Brimbank City Council,-37.74329,144.86732,Western Metropolitan
22797,Strathmore,3,h,S,Considine,23/9/2017,8.2,3,1,3,492,,Moonee Valley City Council,-37.73084,144.92238,Western Metropolitan
16172,Chirnside Park,3,h,S,Noel,24/6/2017,27.1,,,,,,Yarra Ranges Shire Council,,,Eastern Victoria
23374,Pascoe Vale,4,t,S,Barry,26/8/2017,8.5,4,2,1,,2010,Moreland City Council,-37.71884,144.93892,Northern Metropolitan
10754,Windsor,4,h,PI,Marshall,4/3/2017,5.1,4,2,1,321,,Port Phillip City Council,-37.8559,144.9948,Southern Metropolitan
8166,Preston,2,h,SP,Love,10/12/2016,8.8,2,1,2,460,,Darebin City Council,-37.7397,145.0209,Northern Metropolitan
28920,Mulgrave,4,h,S,Win,25/11/2017,18.8,4,1,1,,,Monash City Council,-37.9296,145.1618,South-Eastern Metropolitan
8331,Reservoir,3,h,S,Ray,3/12/2016,11.2,,,,,,Darebin City Council,,,Northern Metropolitan
18236,Prahran,2,h,S,Biggin,12/8/2017,4.6,2,1,0,192,1910,Stonnington City Council,-37.85562,145.00571,Southern Metropolitan
10840,Yallambie,3,h,S,Buckingham,24/9/2016,15,4,2,4,535,,Banyule City Council,-37.7225,145.1037,Northern Metropolitan
32418,Thomastown,4,h,SP,Skad,10/3/2018,15.3,4,1,4,567,1985,Whittlesea City Council,-37.68208,145.00124,Northern Metropolitan
16814,Clayton South,3,u,SP,hockingstuart,27/5/2017,17.5,3,2,2,363,2006,Kingston City Council,-37.93296,145.12664,South-Eastern Metropolitan
11778,West Footscray,4,u,SP,Sweeney,10/9/2016,8.2,4,2,1,0,1970,Maribyrnong City Council,-37.809,144.8686,Western Metropolitan
22003,Mount Evelyn,3,h,S,Ray,19/8/2017,31.6,3,1,0,915,1970,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria
8572,Reservoir,2,h,S,Barry,19/11/2016,11.2,2,1,3,720,,Darebin City Council,-37.7076,145.017,Northern Metropolitan
30822,Sunshine,2,u,PI,Jas,9/12/2017,10.5,,,,,,Brimbank City Council,,,Western Metropolitan
17493,Collingwood,1,u,SP,Jellis,8/7/2017,2,1,1,0,0,1960,Yarra City Council,-37.79597,144.99108,Northern Metropolitan
27514,Bentleigh,3,h,S,Buxton,18/11/2017,11.4,3,2,3,,,Glen Eira City Council,-37.9318,145.0438,Southern Metropolitan
28733,Greensborough,3,h,S,Barry,25/11/2017,16.1,3,2,1,,1950,Banyule City Council,-37.7051,145.0906,Northern Metropolitan
30879,Wantirna,3,h,S,hockingstuart,9/12/2017,14.7,3,2,2,560,1982,Knox City Council,-37.86422,145.2272,Eastern Metropolitan
2231,Brunswick,3,h,S,Nelson,17/9/2016,5.2,3,2,3,470,1920,Moreland City Council,-37.7788,144.9688,Northern Metropolitan
6359,Malvern East,2,u,S,Noel,4/3/2017,11.2,2,1,2,196,1970,Stonnington City Council,-37.8796,145.0876,Southern Metropolitan
29418,Croydon,5,h,S,Fletchers,6/1/2018,23,5,3,2,,1980,Maroondah City Council,-37.80882,145.26459,Eastern Metropolitan
33581,Murrumbeena,3,h,S,Jellis,17/3/2018,10.1,3,1,4,663,,Glen Eira City Council,-37.89836,145.06843,Southern Metropolitan
31617,Cheltenham,3,h,S,Marshall,3/3/2018,17.9,3,1,2,694,,Bayside City Council,-37.96027,145.0442,Southern Metropolitan
25786,Cheltenham,3,h,VB,Buxton,28/10/2017,17.9,3,1,1,604,1955,Bayside City Council,-37.97307,145.05446,Southern Metropolitan
10579,Watsonia,3,h,S,Barry,12/11/2016,14.9,3,2,2,280,2002,Banyule City Council,-37.7153,145.0854,Northern Metropolitan
27217,Northcote,3,h,PI,Woodards,11/11/2017,5.3,3,2,0,268,1930,Darebin City Council,-37.7648,145.0129,Northern Metropolitan
30424,Greenvale,4,h,PI,YPA,9/12/2017,20.4,4,2,2,700,1999,Hume City Council,-37.64959,144.90648,Northern Metropolitan
4254,Fitzroy North,2,h,S,Nelson,3/9/2016,3.5,3,1,0,152,,Moreland City Council,-37.791,144.9809,Northern Metropolitan
15867,Oakleigh South,3,h,S,hockingstuart,17/6/2017,15.5,3,1,2,673,1950,Kingston City Council,-37.91693,145.08739,South-Eastern Metropolitan
25071,Footscray,4,h,S,Burnham,21/10/2017,5.1,4,1,2,,,Maribyrnong City Council,-37.79063,144.89733,Western Metropolitan
32843,Sandringham,3,h,S,Buxton,17/2/2018,15.2,3,2,2,474,1978,Bayside City Council,-37.94964,145.01593,Southern Metropolitan
29225,Albion,2,u,SP,Sweeney,6/1/2018,10.5,,,,,,Brimbank City Council,,,Western Metropolitan
32416,Tarneit,5,h,SP,Sweeney,10/3/2018,18.4,5,2,2,550,2010,Wyndham City Council,-37.83753,144.66697,Western Metropolitan
32007,Pascoe Vale,4,t,VB,Nelson,3/3/2018,8.5,4,2,1,158,2005,Moreland City Council,-37.7302,144.92928,Northern Metropolitan
8992,Rosanna,4,h,PI,Fletchers,7/5/2016,11.4,4,2,2,843,1940,Banyule City Council,-37.7348,145.0656,Eastern Metropolitan
16124,Brunswick East,3,h,S,Peter,24/6/2017,4,,,,,,Moreland City Council,,,Northern Metropolitan
20012,Gowanbrae,4,h,SP,Stockdale,3/9/2017,12.9,4,2,2,2679,2005,Moreland City Council,-37.70207,144.89805,Western Metropolitan
14263,Berwick,4,h,SP,C21,1/7/2017,35.2,4,2,2,687,,Casey City Council,-38.02434,145.33117,Eastern Victoria
9503,St Kilda,2,u,S,Marshall,4/6/2016,6.1,2,1,1,0,1960,Port Phillip City Council,-37.8676,144.9834,Southern Metropolitan
1930,Brighton,2,u,S,Buxton,28/5/2016,11.2,,,,,,Bayside City Council,,,Southern Metropolitan
12918,Hampton,2,u,S,Hodges,20/5/2017,13.7,2,1,1,136,1970,Bayside City Council,-37.9427,145.0052,Southern Metropolitan
25273,Parkville,3,h,S,Nelson,21/10/2017,1.8,,,,,,Melbourne City Council,,,Northern Metropolitan
30375,Frankston,3,h,SA,Ray,9/12/2017,38,3,1,2,,,Frankston City Council,-38.1587,145.14461,South-Eastern Metropolitan
25039,Epping,4,h,SP,Love,21/10/2017,19.6,4,2,2,530,1993,Whittlesea City Council,-37.63722,145.04183,Northern Metropolitan
2925,Carnegie,2,u,S,Marshall,4/3/2017,11.4,2,1,1,0,1970,Glen Eira City Council,-37.8912,145.0644,Southern Metropolitan
18024,Essendon,4,h,S,Nelson,12/8/2017,7.5,4,2,3,951,1930,Moonee Valley City Council,-37.74997,144.90752,Western Metropolitan
18232,Port Melbourne,2,u,S,Cayzer,12/8/2017,3.5,2,2,2,0,2000,Melbourne City Council,-37.84068,144.93547,Southern Metropolitan
9335,South Yarra,2,h,S,hockingstuart,22/8/2016,3.3,2,1,1,132,1900,Melbourne City Council,-37.8446,144.9896,Southern Metropolitan
28875,Melton West,3,h,S,Ray,25/11/2017,31.7,3,2,2,722,,Melton City Council,-37.6784,144.5543,Northern Victoria
2783,Camberwell,3,h,S,Marshall,27/11/2016,7.8,3,2,2,850,,Boroondara City Council,-37.8456,145.0865,Southern Metropolitan
33725,Rowville,5,h,VB,Barry,17/3/2018,23.5,5,3,,742,1999,Knox City Council,-37.93765,145.22329,South-Eastern Metropolitan
15823,Mount Waverley,3,h,PI,Harcourts,17/6/2017,14.2,,,,,,Monash City Council,,,Eastern Metropolitan
26796,Bentleigh East,3,h,S,Jellis,11/11/2017,13.8,3,1,1,460,1955,Glen Eira City Council,-37.9238,145.054,Southern Metropolitan
16475,Parkdale,3,h,SP,Buxton,24/6/2017,21.5,,,,,,Kingston City Council,,,South-Eastern Metropolitan
17251,Reservoir,2,t,S,Ray,27/5/2017,12,2,2,1,151,2015,Darebin City Council,-37.70426,145.01204,Northern Metropolitan
16173,Clayton,10,h,S,Harcourts,24/6/2017,16.7,,,,,,Monash City Council,,,South-Eastern Metropolitan
34247,Fitzroy,3,u,S,Jellis,24/2/2018,2.1,,,,,,Yarra City Council,,,Northern Metropolitan
12623,Coburg,2,h,S,Raine,6/5/2017,7.8,2,1,0,275,1920,Darebin City Council,-37.7424,144.9576,Northern Metropolitan
20877,Vermont,2,u,S,Ray,9/9/2017,17.2,2,1,1,,,Maroondah City Council,-37.83113,145.19515,Eastern Metropolitan
6726,Melbourne,2,u,S,MICM,24/9/2016,2.8,2,2,1,0,1965,Melbourne City Council,-37.8166,144.9635,Northern Metropolitan
9053,Rosanna,3,h,S,Nelson,28/8/2016,11.4,3,1,1,776,1946,Banyule City Council,-37.7393,145.0685,Eastern Metropolitan
6649,Melbourne,3,u,S,Marshall,4/3/2017,2.8,,,,,,Melbourne City Council,,,Northern Metropolitan
33145,Cairnlea,4,h,S,Barry,17/3/2018,14.8,4,2,2,571,2004,Brimbank City Council,-37.76437,144.79517,Western Metropolitan
23085,Craigieburn,3,h,S,RE,26/8/2017,20.6,3,2,1,197,2012,Hume City Council,-37.57687,144.911,Northern Metropolitan
7409,Northcote,3,h,SP,Miles,24/9/2016,5.5,3,1,2,318,,Darebin City Council,-37.7733,145.0078,Northern Metropolitan
12580,Caulfield North,2,u,SP,Gary,8/4/2017,8.1,2,1,1,0,,Glen Eira City Council,-37.8663,145.0104,Southern Metropolitan
9334,South Yarra,1,u,S,Williams,22/8/2016,3.3,,,,,,Melbourne City Council,,,Southern Metropolitan
2296,Brunswick,3,h,S,Ray,27/6/2016,5.2,3,1,1,343,1925,Moreland City Council,-37.7589,144.9529,Northern Metropolitan
32338,Glenroy,3,h,VB,RW,10/3/2018,11.2,3,1,6,669,1950,Moreland City Council,-37.69805,144.92765,Northern Metropolitan
19022,Ivanhoe,2,t,S,Miles,22/7/2017,7.8,2,1,2,229,2005,Banyule City Council,-37.7651,145.03452,Eastern Metropolitan
75,Airport West,3,t,VB,Nelson,4/6/2016,13.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
31058,Altona North,3,t,S,Village,10/2/2018,9.4,,,,,,Hobsons Bay City Council,,,Western Metropolitan
24125,Williamstown,3,h,S,Greg,7/10/2017,6.8,3,1,2,535,1950,Hobsons Bay City Council,-37.86205,144.88557,Western Metropolitan
14475,Lower Plenty,5,h,S,Barry,1/7/2017,14.6,5,2,2,725,,Banyule City Council,-37.72399,145.12069,Eastern Metropolitan
18010,Eltham,3,h,VB,Morrison,12/8/2017,18,3,2,1,817,1970,Banyule City Council,-37.72276,145.15316,Eastern Metropolitan
17843,Airport West,3,u,VB,Barry,12/8/2017,10.4,3,2,1,239,,Moonee Valley City Council,-37.73351,144.88749,Western Metropolitan
28833,Maidstone,3,h,VB,Nguyen,25/11/2017,6.4,3,1,2,,,Maribyrnong City Council,-37.7896,144.8827,Western Metropolitan
23468,Sunshine,3,h,S,Barry,26/8/2017,10.5,3,1,1,554,1985,Brimbank City Council,-37.78514,144.84561,Western Metropolitan
23102,Donvale,4,h,S,Fletchers,26/8/2017,16.1,,,,,,Manningham City Council,,,Eastern Metropolitan
28007,Mulgrave,4,h,S,Ray,18/11/2017,18.8,,,,,,Monash City Council,,,South-Eastern Metropolitan
21775,Chelsea Heights,3,h,SP,hockingstuart,19/8/2017,27,3,1,1,650,1960,Kingston City Council,-38.04513,145.1346,South-Eastern Metropolitan
25340,Richmond,2,t,S,Sotheby's,21/10/2017,2.4,,,,,,Yarra City Council,,,Northern Metropolitan
13419,Pascoe Vale,2,t,S,Brad,22/4/2017,9.9,2,1,1,0,2011,Moreland City Council,-37.7324,144.9377,Northern Metropolitan
13328,Northcote,2,u,SP,McGrath,6/5/2017,5.5,2,2,1,1106,2009,Darebin City Council,-37.7679,144.9994,Northern Metropolitan
29112,Sunshine,2,h,S,Barry,25/11/2017,10.5,2,1,0,531,1958,Brimbank City Council,-37.7987,144.8264,Western Metropolitan
30304,Eltham,4,h,S,Morrison,9/12/2017,18,4,2,2,,,Banyule City Council,-37.72878,145.15928,Eastern Metropolitan
10010,Sunshine West,3,u,S,Melbourne,28/8/2016,13.5,,,,,,Brimbank City Council,,,Western Metropolitan
12293,Box Hill,3,h,S,Fletchers,13/5/2017,13.1,3,1,2,414,,Whitehorse City Council,-37.8247,145.1359,Eastern Metropolitan
1955,Brighton East,4,t,PI,Marshall,3/12/2016,10.7,,,,,,Bayside City Council,,,Southern Metropolitan
24014,Reservoir,2,t,SP,Ray,7/10/2017,12,,,,,,Darebin City Council,,,Northern Metropolitan
19080,Mount Waverley,2,u,S,Win,22/7/2017,14.2,2,1,1,161,1970,Monash City Council,-37.8837,145.11526,Eastern Metropolitan
24179,Ashwood,3,u,SP,Jellis,14/10/2017,10.2,3,1,1,460,,Monash City Council,-37.86906,145.0942,Southern Metropolitan
21919,Heathmont,3,h,S,Philip,19/8/2017,21.3,3,1,1,715,,Maroondah City Council,-37.82707,145.22914,Eastern Metropolitan
17390,West Melbourne,2,u,PI,Nelson,27/5/2017,3.1,2,1,1,0,1993,Melbourne City Council,-37.80848,144.9437,Northern Metropolitan
6728,Melbourne,1,u,S,Dingle,24/9/2016,2.8,,,,,,Melbourne City Council,,,Northern Metropolitan
2186,Brunswick,3,h,S,Nelson,10/12/2016,5.2,3,1,0,331,1890,Moreland City Council,-37.7619,144.959,Northern Metropolitan
1016,Balwyn North,7,h,PI,Barry,3/12/2016,9.2,7,2,0,942,,Boroondara City Council,-37.7923,145.1029,Southern Metropolitan
7363,Northcote,2,h,S,Nelson,16/4/2016,5.5,2,1,1,354,1920,Darebin City Council,-37.7638,144.9933,Northern Metropolitan
